Genero,Tipo_Colegio,Score_Matematicas,Score_Lectura,Score_Ciencias,Score_Total,3_Comidas_por_día,Apoderado_con_estudios_superiores,Internet,estudio_diario,Eval_cont,Psi_evaluacion,uso_digital_escuela,asesoria_parental
Masculino,Privado,335.55589999999995,322.175,395.0745,350.93513333333334,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,438.6303999999999,430.24120000000005,511.0777000000001,459.9831,Si,Si,Si,Si,No,Si,No,Si
Masculino,Publico,381.3346,360.51239999999996,425.1995,389.0155,No,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,456.4866,407.4411,520.4950000000001,461.47423333333336,Si,No,Si,No,Si,No,No,Si
Femenino,Publico,335.3842000000001,454.0840999999999,377.43969999999996,388.9693333333333,Si,Si,Si,Si,Si,Si,Si,No
Masculino,Publico,462.82250000000005,477.38089999999994,510.57759999999996,483.59366666666665,Si,Si,Si,Si,Si,Si,No,Si
Masculino,Publico,387.991,422.4223,384.9878,398.46703333333335,Si,No,Si,No,Si,No,Si,No
Masculino,Publico,421.47929999999997,481.7568,480.56899999999996,461.2683666666667,No,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,413.6516,444.69090000000006,434.7607,431.0344,Si,Si,Si,No,No,Si,No,No
Femenino,Publico,511.2339,614.7846999999999,501.3397000000001,542.4527666666667,Si,Si,Si,Si,Si,No,No,Si
Masculino,Privado,412.3071,458.61170000000004,440.27830000000006,437.06570000000005,Si,Si,Si,No,No,Si,No,Si
Femenino,Privado,357.41330000000005,361.63969999999995,367.42960000000005,362.16086666666666,Si,No,Si,Si,No,Si,Si,Si
Masculino,Privado,448.80319999999995,417.7392,490.05190000000005,452.1981,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,398.7863,408.1064,447.9322,418.27496666666667,Si,No,Si,Si,Si,No,No,No
Femenino,Publico,388.04159999999996,410.39279999999997,378.53909999999996,392.32449999999994,No,No,No,Si,Si,Si,Si,Si
Masculino,Publico,521.8954,485.37980000000005,501.35420000000005,502.87646666666666,Si,No,Si,Si,Si,No,Si,Si
Femenino,Publico,399.6511,421.5714,443.57820000000004,421.60023333333334,Si,No,Si,Si,Si,No,Si,Si
Femenino,Publico,449.39669999999995,486.9503999999999,416.0693,450.80546666666663,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Privado,452.38620000000003,475.7309,422.00079999999997,450.03929999999997,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,460.6857,483.8481,452.3236,465.6191333333333,Si,Si,Si,Si,Si,No,Si,Si
Masculino,Privado,216.0132,275.59790000000004,286.5971,259.40273333333334,Si,No,Si,No,Si,Si,Si,
Femenino,Publico,418.95899999999995,463.11890000000005,409.0404,430.3727666666667,Si,No,Si,Si,Si,Si,Si,
Femenino,Publico,220.49859999999998,214.04229999999998,262.94710000000003,232.496, ,Si,,,No,No,No,No
Femenino,Privado,280.53530000000006,300.43969999999996,296.53540000000004,292.5034666666667,No,No,No,Si,No,Si,Si,Si
Masculino,Privado,390.7925,358.08209999999997,374.11839999999995,374.33099999999996,Si,Si,Si,No,Si,No,Si,Si
Femenino,Publico,350.7214,321.54650000000004,319.5494,330.6057666666667,Si,No,No,Si,Si,Si,Si,
Femenino,Publico,321.382,340.27750000000003,303.5395,321.733,Si,No,,Si,No,No,Si,Si
Masculino,Publico,227.2466,187.077,223.95789999999997,212.76049999999998,No,No,,,No,Si,No,Si
Masculino,Privado,448.18409999999994,479.10569999999996,475.5036,467.5978,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,461.5023,455.12109999999996,485.8412,467.4882,No,No,Si,Si,No,Si,Si,
Femenino,Publico,373.8356,366.37749999999994,349.88379999999995,363.36563333333334,Si,No,Si,Si,No,No,No,No
Femenino,Privado,424.4751,442.2995000000001,435.2605,434.0117,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,355.4102,337.71110000000004,362.6945000000001,351.9386,No,Si,Si,,No,Si,Si,Si
Femenino,Privado,418.07039999999995,436.58500000000004,426.57399999999996,427.07646666666665,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,284.48900000000003,299.5059,329.1840000000001,304.3929666666667,Si,No,No,No,Si,Si,Si,
Femenino,Publico,484.0656,487.6049,493.5646,488.41169999999994,No,No,Si,No,No,Si,Si,Si
Masculino,Privado,339.8167,302.14199999999994,369.7995,337.2527333333333,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,530.5264999999999,520.162,536.3473,529.0119333333333,Si,Si,Si,Si,Si,No,No,Si
Femenino,Privado,343.4619,369.2652,351.7375,354.8215333333333,Si,No,No,Si,Si,Si,Si,
Masculino,Publico,322.8108000000001,336.6202,327.6233,329.0181,Si,No,No,Si,No,Si,Si,Si
Masculino,Publico,404.49670000000003,415.4626999999999,445.5563,421.8385666666666,Si,Si,Si,Si,No,Si,No,No
Masculino,Privado,380.36620000000005,404.5126,392.41589999999997,392.43156666666664,Si,No,Si,Si,No,Si,Si,
Femenino,Privado,332.5323,321.78810000000004,335.77029999999996,330.03023333333334,No,No,No,Si,No,Si,Si,Si
Masculino,Publico,376.8393,419.8174,450.62610000000006,415.7609333333333,Si,No,No,Si,No,Si,Si,Si
Masculino,Publico,456.03039999999993,463.52979999999997,460.82160000000005,460.1272666666666,Si,Si,Si,No,No,No,Si,Si
Masculino,Publico,486.1973,504.3456,544.3056,511.6161666666667,No,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,395.7607,406.4012,412.9623,405.04140000000007,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,381.9444,352.52400000000006,414.02520000000004,382.8312,Si,No,Si,Si,Si,No,Si,Si
Masculino,Privado,385.66179999999997,434.27830000000006,420.939,413.6263666666667,Si,No,Si,Si,No,Si,No,Si
Masculino,Publico,445.04310000000004,487.3268,524.4418000000001,485.60390000000007,No,Si,Si,No,No,Si,Si,Si
Femenino,Publico,476.7182000000001,544.7616,558.2769999999999,526.5856,Si,Si,Si,Si,Si,No,Si,Si
Masculino,Publico,516.4995999999999,477.33900000000006,518.0229999999999,503.95386666666656,Si,No,Si,Si,Si,Si,No,
Masculino,Privado,373.86100000000005,306.42690000000005,346.7293000000001,342.3390666666667,Si,No,Si,Si,No,Si,No,Si
Masculino,Publico,317.2772,304.58539999999994,359.28319999999997,327.04859999999996,Si,No,No,No,No,Si,Si,Si
Femenino,Publico,355.5937,420.33389999999997,320.0956,365.3410666666667,No,No,Si,Si,No,No,No,Si
Masculino,Publico,378.90060000000005,349.1599,402.2949,376.7851333333333,Si,No,Si,No,Si,No,No,Si
Masculino,Publico,373.1155,348.197,365.1354,362.14930000000004,Si,Si,Si,,No,No,Si,No
Femenino,Privado,357.25870000000003,443.188,377.62600000000003,392.6909,Si,No,Si,Si,Si,Si,No,Si
Masculino,Privado,289.3251,354.48819999999995,310.67870000000005,318.16400000000004,Si,No,Si,Si,Si,Si,Si,
Masculino,Publico,537.9069,548.6391000000001,503.5891,530.0450333333333,Si,No,Si,Si,No,Si,Si,
Femenino,Publico,426.5598,521.6031,492.80240000000003,480.3217666666667,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,520.8435000000001,497.6184999999999,542.2902000000001,520.2507333333334,Si,No,Si,No,Si,No,Si,Si
Femenino,Publico,389.3915,408.2378,385.475,394.36809999999997,Si,No,No,Si,Si,No,No,Si
Femenino,Publico,348.69410000000005,257.1445,300.559,302.13253333333336,Si,No,Si,Si,Si,Si,No,
Femenino,Publico,407.6646,369.01519999999994,381.9079,386.19589999999994,Si,Si,Si,Si,Si,Si,No,Si
Masculino,Publico,392.5936,370.985,423.28900000000004,395.62253333333337,Si,Si,Si,No,No,No,Si,No
Femenino,Publico,504.241,508.62420000000003,492.67300000000006,501.8460666666667,Si,Si,Si,Si,No,No,No,No
Masculino,Privado,298.54530000000005,265.59810000000004,269.7121,277.95183333333335,Si,No,Si,No,No,Si,Si,Si
Masculino,Privado,296.0606,303.539,343.89649999999995,314.4987,No,Si,Si,No,No,Si,No,Si
Masculino,Publico,533.1225999999999,564.2237000000001,534.8518,544.0660333333334,Si,No,Si,No,No,Si,Si,Si
Femenino,Publico,356.61969999999997,375.63230000000004,379.48310000000004,370.5783666666666,Si,No,Si,No,Si,Si,Si,
Masculino,Publico,446.6549,433.65340000000003,442.7643,441.0242,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,297.4442,366.8497999999999,330.0526,331.4488666666666,Si,No,No,Si,Si,Si,Si,Si
Femenino,Publico,369.6183,321.7287,342.6446,344.6638666666667,Si,No,Si,Si,Si,Si,Si,
Masculino,Privado,284.2609,292.1973,287.9267,288.1283,No,No,No,Si,No,Si,Si,Si
Masculino,Privado,395.12710000000004,451.6106,394.0873,413.60833333333335,Si,No,Si,Si,Si,No,No,
Masculino,Privado,433.0598,471.82879999999994,506.11719999999997,470.33526666666666,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,464.59700000000004,564.0722000000001,512.3003,513.6565,Si,Si,Si,Si,No,Si,No,Si
Masculino,Publico,339.3398,379.9418,351.52509999999995,356.9355666666667,No,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,498.3601,474.16940000000005,508.6571,493.72886666666665,No,No,No,Si,Si,Si,Si,Si
Masculino,Publico,370.5374,380.2863,389.1901000000001,380.0046,Si,Si,Si,Si,No,No,No,Si
Femenino,Publico,335.4747,416.6997,365.81409999999994,372.6628333333333,Si,No,No,Si,No,Si,Si,Si
Masculino,Publico,341.7784,363.6296,348.917,351.4416666666666,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,370.793,426.1545,406.5867,401.17806666666667,Si,No,Si,Si,Si,No,No,No
Femenino,Publico,420.65510000000006,527.09,459.59839999999997,469.11449999999996,Si,No,No,Si,No,No,No,No
Femenino,Publico,367.30789999999996,410.1884,363.53560000000004,380.34396666666663,Si,No,Si,Si,Si,Si,Si,No
Femenino,Publico,437.4777,454.0910999999999,510.4946,467.35446666666667,Si,No,Si,Si,Si,No,No,No
Femenino,Publico,393.5066,382.09520000000003,403.50969999999995,393.0371666666667,Si,No,No,Si,No,Si,Si,Si
Masculino,Publico,325.0856,313.6135,360.96779999999995,333.22229999999996,No,Si,Si,Si,No,Si,Si,Si
Masculino,Privado,426.99480000000005,480.5451,460.45830000000007,455.9994,Si,No,Si,Si,No,Si,Si,
Femenino,Publico,286.81690000000003,270.4455,248.9339,268.7321,Si,No,No,Si,No,No,Si,Si
Femenino,Publico,432.31719999999996,456.8104,451.88469999999995,447.00409999999994,Si,No,Si,Si,Si,No,No,Si
Masculino,Publico,471.59430000000003,553.1739,530.6661,518.4780999999999,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,365.1302,426.04169999999993,452.75029999999987,414.64073333333323,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,308.4038,344.11280000000005,341.32989999999995,331.2821666666667,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,516.6948,559.1670999999999,494.87729999999993,523.5797333333333,Si,No,Si,Si,No,Si,No,Si
Femenino,Privado,386.68649999999997,418.15870000000007,394.0523,399.6325,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,514.117,531.2321,547.5719,530.9736666666666,Si,Si,Si,No,No,Si,Si,Si
Masculino,Privado,253.61910000000003,294.6384999999999,269.55400000000003,272.60386666666665,No,No,Si,No,Si,Si,No,
Masculino,Privado,401.15659999999997,460.72259999999994,448.3289000000001,436.7360333333333,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,447.6079,433.4041,469.9678,450.32660000000004,Si,No,Si,Si,No,No,No,No
Femenino,Publico,446.86379999999997,405.3249,406.8782,419.6889666666666,Si,No,Si,No,No,No,No,Si
Masculino,Publico,465.0884000000001,402.7814,454.701,440.8569333333334,Si,No,Si,,Si,No,Si,Si
Femenino,Publico,407.0087,433.6227999999999,399.6308000000001,413.4207666666667,Si,,Si,No,Si,No,No,Si
Femenino,Publico,312.0242,333.20189999999997,331.5914,325.60583333333335,Si,No,Si,Si,No,No,No,
Femenino,Publico,405.18549999999993,482.1255,392.20709999999997,426.5060333333333,Si,No,Si,Si,No,Si,No,Si
Masculino,Privado,308.43550000000005,372.0285,355.46490000000006,345.30963333333335,Si,Si,Si,Si,Si,No,Si,Si
Masculino,Privado,356.99260000000004,395.00669999999997,363.2123,371.73720000000003,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,525.8992999999999,498.4205,529.0925999999998,517.8041333333332,Si,Si,Si,Si,Si,No,Si,No
Femenino,Publico,386.5065000000001,445.32820000000004,451.8639999999999,427.89956666666666,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Privado,504.5709,520.9041,560.2643,528.5797666666666,Si,Si,Si,Si,Si,Si,Si,
Masculino,Publico,362.01149999999996,399.9454,441.46450000000004,401.14046666666667,Si,No,No,Si,No,Si,Si,Si
Masculino,Privado,536.3442,567.5455,612.6322,572.1739666666666,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,393.0322,487.8798,400.12770000000006,427.01323333333335,Si,No,Si,Si,No,No,No,Si
Masculino,Privado,452.0334,476.866,505.97349999999994,478.29096666666663,Si,No,Si,Si,No,Si,No,Si
Masculino,Publico,390.6927,443.5811,441.9892,425.421,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Privado,404.7467,395.38410000000005,430.7023000000001,410.27770000000004,Si,No,No,Si,No,Si,No,Si
Femenino,Publico,235.37239999999997,198.2391,245.0157,226.20906666666667,No,No,,No,No,No,No,Si
Masculino,Privado,427.4053,402.06340000000006,429.4916999999999,419.65346666666665,Si,Si,Si,Si,Si,No,Si,Si
Femenino,Privado,547.4884999999999,564.0471,526.2302999999999,545.9219666666667,Si,No,Si,Si,Si,Si,Si,
Femenino,Privado,390.8056,439.36,429.3724,419.846,Si,No,Si,No,No,No,No,Si
Masculino,Publico,478.41859999999997,551.0860999999999,486.26320000000015,505.25596666666667,Si,Si,Si,No,No,No,No,No
Masculino,Publico,319.0551,361.7447000000001,347.67690000000005,342.8255666666667,Si,No,Si,Si,No,No,No,
Femenino,Privado,329.1091,298.0106,336.69739999999996,321.27236666666664,No,No,No,,Si,Si,Si,Si
Masculino,Publico,357.3837,385.9663,326.7639,356.7046333333333,Si,No,Si,Si,No,No,No,Si
Femenino,Publico,335.56530000000004,381.48789999999997,336.50100000000003,351.1847333333333,No,Si,Si,Si,No,No,Si,Si
Masculino,Privado,505.9225,540.9852,489.7156,512.2077666666667,Si,Si,Si,Si,Si,Si,Si,No
Femenino,Publico,352.9497,386.4294,364.2055,367.8615333333333,Si,Si,Si,Si,No,No,No,No
Masculino,Privado,332.5546,374.20079999999996,307.7377,338.1643666666667,Si,No,Si,No,Si,Si,Si,
Femenino,Publico,353.82060000000007,351.1145,343.3535,349.4295333333334,Si,No,No,Si,Si,Si,Si,Si
Masculino,Publico,399.3173,377.2773,452.8165,409.8037,No,No,Si,Si,Si,No,No,Si
Masculino,Publico,468.06409999999994,493.54409999999996,497.28059999999994,486.29626666666655,Si,Si,Si,No,No,Si,No,Si
Femenino,Publico,363.5366,482.42150000000004,442.463,429.4737,Si,No,Si,Si,No,No,Si,Si
Femenino,Publico,378.66679999999997,440.8416,397.76719999999995,405.75853333333333, ,,,,Si,No,No,No
Femenino,Publico,416.68649999999997,397.62319999999994,410.1326,408.1474333333333,Si,No,Si,Si,Si,No,Si,Si
Femenino,Publico,254.04120000000003,270.64099999999996,270.50339999999994,265.0618666666666,Si,No,,No,No,Si,No,Si
Masculino,Privado,330.33279999999996,392.4057,372.51320000000004,365.0839,No,Si,Si,Si,No,Si,Si,Si
Femenino,Privado,526.1181,541.984,496.4076,521.5032333333334,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Privado,458.2574000000001,527.6252000000001,504.78810000000004,496.89023333333336,Si,No,Si,Si,No,Si,No,Si
Masculino,Publico,456.6824,498.12489999999997,470.37430000000006,475.0605333333333,Si,No,Si,Si,No,Si,Si,Si
Femenino,Privado,402.0874,511.99830000000003,527.5658000000001,480.55050000000006,Si,No,Si,Si,Si,Si,No,Si
Masculino,Publico,431.8388,521.2006,403.58859999999993,452.2093333333333,Si,No,Si,Si,No,Si,Si,Si
Femenino,Privado,363.1418,342.6891,371.93039999999996,359.25376666666665,Si,Si,Si,Si,Si,Si,No,
Femenino,Publico,406.928,429.29079999999993,387.78279999999995,408.0005333333333,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Privado,444.2593,463.2085,486.05779999999993,464.50853333333333,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,294.9998,310.8105,327.9965000000001,311.26893333333334,No,No,No,Si,Si,No,No,No
Masculino,Privado,355.8389000000001,410.334,390.4721,385.54833333333335,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Privado,288.5031,267.1173,304.94079999999997,286.8537333333333,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,531.4965,561.3007,519.6157000000001,537.4709666666666,Si,Si,Si,Si,Si,No,No,No
Masculino,Publico,359.70669999999996,387.5226,380.6098,375.9463666666666,Si,No,No,No,No,No,No,Si
Femenino,Publico,405.1967000000001,488.1336,423.9117,439.08066666666673,No,No,Si,Si,Si,No,No,
Masculino,Publico,324.70279999999997,289.0198,333.0711,315.5979,Si,No,Si,No,No,Si,Si,Si
Femenino,Publico,385.44190000000003,446.1179,380.69860000000006,404.0861333333334,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,458.54359999999997,493.4166,511.4135,487.79123333333337,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,522.5722,507.0669999999999,554.9995999999999,528.2129333333332,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Privado,400.1043000000001,321.1506,438.0101000000001,386.4216666666668,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Privado,267.0843,267.4506,315.9263,283.48706666666664,No,No,No,No,Si,Si,Si,Si
Masculino,Publico,318.3149,306.0661,353.57809999999995,325.9863666666667,Si,No,No,Si,Si,Si,Si,No
Masculino,Privado,339.06010000000003,322.88579999999996,345.0361,335.66066666666666,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Privado,517.4887,451.98879999999997,499.3621,489.6132,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,340.1156,382.97319999999996,355.04499999999996,359.3779333333334,Si,No,No,Si,Si,No,Si,Si
Masculino,Publico,436.6409,442.6098,489.2852000000001,456.1786333333334,Si,Si,Si,Si,Si,No,Si,No
Femenino,Publico,393.5068,479.92740000000003,407.374,426.93606666666665,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,309.62019999999995,331.69570000000004,336.9044,326.07343333333336,Si,No,Si,Si,No,No,Si,No
Masculino,Publico,503.7978,500.77789999999993,531.4021,511.9926,Si,Si,Si,No,No,Si,Si,Si
Masculino,Publico,322.63329999999996,311.1082,243.8668,292.5361,No,No,No,Si,No,Si,Si,
Masculino,Publico,438.26410000000004,503.34849999999994,488.7224,476.77833333333336,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Privado,253.44539999999998,221.7747,251.03139999999993,242.08383333333333,No,Si,No,,Si,Si,Si,
Femenino,Publico,417.8562,439.6499,423.9213000000001,427.1424666666667,Si,No,Si,Si,No,Si,Si,Si
Femenino,Privado,340.2298,312.89580000000007,318.5011,323.87556666666666,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,357.5993,388.8082,397.09479999999996,381.16743333333335,Si,No,Si,Si,No,Si,No,Si
Masculino,Publico,396.3643,436.8148,338.5425,390.5738666666667,Si,No,No,Si,Si,Si,Si,Si
Femenino,Privado,308.8577,391.7903,349.4705,350.03950000000003,Si,No,Si,Si,Si,Si,No,
Masculino,Privado,526.2121,597.6881000000001,603.624,575.8414,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Privado,479.75100000000003,552.1551000000001,501.9469,511.28433333333334,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,513.5554,497.69300000000004,558.333,523.1938,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,353.84540000000004,421.9818,417.274,397.7004,Si,Si,Si,Si,Si,No,No,
Femenino,Publico,308.31460000000004,351.64660000000003,307.955,322.6387333333334,Si,No,No,Si,No,Si,Si,Si
Masculino,Publico,284.7797,305.4563,305.1294,298.4551333333333,No,No,No,,No,No,No,Si
Masculino,Publico,456.5454,496.4424,519.1743,490.7207,Si,Si,Si,Si,No,No,No,Si
Masculino,Publico,321.28110000000004,295.637,321.6336,312.8505666666667,Si,No,No,Si,No,No,No,No
Masculino,Publico,355.9739,330.3243,356.39419999999996,347.5641333333333,No,No,No,,Si,No,Si,Si
Masculino,Privado,361.12409999999994,405.89919999999995,422.6360000000001,396.5530999999999,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,456.73810000000003,504.4865,470.2151,477.1465666666666,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,477.8667999999999,497.3045,584.1043000000002,519.7585333333334,Si,Si,Si,Si,No,No,No,No
Masculino,Privado,504.6125,447.74899999999997,506.6049999999999,486.32216666666665,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,475.45079999999996,541.7478000000001,530.2351000000001,515.8112333333333,Si,Si,Si,Si,Si,No,Si,Si
Femenino,Publico,443.4076,467.7042,467.2416999999999,459.45116666666667,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,424.0446999999999,433.2652,465.85060000000004,441.0535,Si,No,Si,Si,Si,No,No,No
Masculino,Publico,454.4534,518.4605999999999,490.8924999999999,487.9354999999999,Si,Si,Si,Si,No,Si,No,Si
Masculino,Publico,473.96090000000004,452.26089999999994,477.287,467.8362666666667,Si,No,Si,Si,No,Si,No,No
Femenino,Privado,386.8751,452.3487,360.02720000000005,399.75033333333334,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,492.26390000000004,512.4434,523.2073,509.30486666666667,Si,Si,Si,Si,No,No,Si,Si
Femenino,Privado,311.7493,255.82330000000002,255.9078,274.4934666666666,Si,No,Si,No,Si,Si,Si,
Femenino,Publico,432.1451,421.09490000000005,450.42839999999995,434.5561333333333,No,No,Si,Si,Si,No,Si,Si
Femenino,Privado,381.3269000000001,390.04290000000003,386.83529999999996,386.0683666666667,99,No,No,,Si,Si,Si,Si
Femenino,Publico,457.082,506.4655000000001,476.39660000000003,479.9813666666667,No,Si,Si,Si,Si,Si,Si,
Masculino,Publico,403.5231,452.3045,427.7294999999999,427.8523666666667,Si,No,Si,Si,No,No,No,Si
Masculino,Publico,421.1426,469.6737,406.73580000000004,432.51736666666665,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,422.93409999999994,437.3053,433.5275,431.25563333333326,No,No,Si,Si,No,No,No,No
Femenino,Publico,559.4257,517.1807000000001,565.4201,547.3421666666667,Si,No,Si,Si,No,No,No,No
Femenino,Privado,492.4584,547.2603,493.0748,510.93116666666657,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,361.42929999999996,396.5793,363.13919999999996,373.7159333333332,Si,No,Si,Si,No,Si,Si,Si
Femenino,Privado,277.8092,294.0368,305.12289999999996,292.3229666666667,Si,Si,Si,Si,No,Si,Si,No
Masculino,Publico,589.4607,595.6667,570.4584,585.1952666666666,Si,No,Si,Si,Si,No,Si,Si
Femenino,Publico,407.05159999999995,487.4835999999999,493.1186000000001,462.5512666666666,No,No,Si,Si,No,No,Si,Si
Masculino,Publico,367.9279000000001,376.72349999999994,385.1849,376.6121,Si,No,Si,Si,Si,No,Si,Si
Femenino,Publico,389.4898,427.2428,419.49089999999995,412.0745,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,456.41580000000005,487.76900000000006,519.635,487.9399333333334,Si,Si,Si,Si,No,No,Si,
Femenino,Publico,431.7526,501.95169999999996,504.75879999999995,479.48769999999996,No,No,Si,No,No,Si,No,Si
Femenino,Privado,403.5289,440.3012999999999,434.5906,426.1402666666666,Si,Si,Si,No,Si,Si,Si,Si
Femenino,Privado,306.32779999999997,288.8474,295.84970000000004,297.00829999999996,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Privado,419.2506,421.01000000000005,424.4208,421.5604666666666,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,536.6137000000001,554.5464,553.9359,548.3653333333333,Si,Si,Si,Si,No,Si,No,No
Masculino,Publico,368.3954,288.0071,341.27950000000004,332.5606666666667,No,Si,Si,Si,No,No,No,Si
Femenino,Publico,461.7445000000001,472.08279999999996,491.55,475.1257666666667,Si,No,No,Si,No,Si,Si,Si
Masculino,Privado,334.0315,403.0775,357.6508,364.9199333333333,Si,No,Si,Si,No,No,No,Si
Femenino,Privado,404.95849999999996,405.5117,396.31090000000006,402.2603666666667,Si,Si,Si,No,No,Si,Si,Si
Femenino,Publico,328.9443,332.53430000000003,317.2785,326.25236666666666,Si,No,Si,Si,No,No,No,No
Femenino,Publico,458.66999999999996,460.968,445.66700000000003,455.10166666666663,Si,No,No,Si,Si,Si,No,
Femenino,Publico,552.4476000000001,527.4182,572.5205,550.7954333333333,Si,Si,Si,No,Si,Si,Si,Si
Masculino,Publico,319.9459,290.12989999999996,322.96469999999994,311.01349999999996,No,No,Si,Si,No,Si,Si,Si
Femenino,Privado,325.26329999999996,308.4939,359.6261,331.1277666666667,Si,No,No,,No,Si,No,Si
Femenino,Publico,332.98990000000003,301.00759999999997,349.2362,327.7445666666667,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,377.651,362.6428,388.2252,376.173,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,578.5385,581.5319,561.1653,573.7452333333334,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,440.7242,458.2545,410.8223000000001,436.60033333333337,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,517.4243,523.1562999999999,526.5803000000001,522.3869666666666,Si,Si,Si,No,No,No,No,Si
Femenino,Publico,346.9919,343.6071,333.9603,341.5197666666666,99,No,No,No,Si,Si,No,Si
Femenino,Publico,480.92150000000004,528.6119000000001,501.15119999999996,503.56153333333333,Si,No,Si,Si,No,No,Si,No
Femenino,Publico,327.8569999999999,335.7181,288.831,317.46869999999996,No,No,Si,Si,No,Si,Si,Si
Femenino,Privado,382.68829999999997,411.2012,438.34670000000006,410.7454,Si,No,Si,Si,No,No,No,Si
Masculino,Publico,386.76830000000007,404.7341,363.01830000000007,384.84023333333334,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,422.8872,381.352,427.5022,410.5804666666666,Si,Si,No,Si,Si,No,No,
Masculino,Publico,336.6064,314.2232,371.9984,340.94266666666664,Si,No,No,Si,No,No,No,No
Masculino,Privado,498.1324000000001,530.5943,516.6641,515.1302666666667,Si,No,Si,Si,Si,Si,No,Si
Femenino,Publico,427.6459000000001,484.6321,466.8012999999999,459.69309999999996,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,466.1848,471.87180000000006,479.0696,472.37540000000007,Si,Si,Si,Si,Si,No,No,Si
Masculino,Privado,289.82349999999997,301.82640000000004,364.79130000000004,318.81373333333335,Si,No,No,No,Si,No,Si,Si
Masculino,Publico,426.1137,493.6318,457.3817,459.0424,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,364.2521,361.30530000000005,385.6402,370.3992,Si,No,No,Si,No,Si,No,Si
Femenino,Publico,298.8872,348.27539999999993,320.191,322.4512,Si,No,Si,Si,Si,No,No,Si
Masculino,Publico,312.66610000000003,342.15500000000003,346.39329999999995,333.73813333333334,Si,No,Si,Si,No,No,Si,
Masculino,Publico,394.2504,406.4583,359.93179999999995,386.88016666666664,Si,No,Si,No,Si,Si,Si,Si
Masculino,Publico,282.35769999999997,274.0054,314.2359,290.1996666666667,Si,No,No,,No,No,No,Si
